seed,K,m,n,size,alpha,beta,dd_face1_time,dd_face1_status,dd_face2_time,dd_face2_status,hybrid_time,hybrid_status,objective,G,price_term,fairness_term1,fairness_term2
0,2,20,20,big,0.25,0.25,50.00566577911377,time_limit,10.002854108810425,time_limit,0.0020589828491210938,optimal,0.014141732388923996,0.05459290103029457,0.7508184963517919,0.010800517106674823,0.011651717659367566
0,2,20,20,big,0.5,0.0,50.0050311088562,time_limit,10.005879878997803,time_limit,0.0015888214111328125,optimal,0.0038798852928744903,0.11031739726990271,0.3741013283263263,0.03904306322441643,0.07209079924137818
0,2,20,20,big,0.0,0.5,50.006646156311035,time_limit,0.03880596160888672,optimal,0.0014309883117675781,optimal,0.009130962698466966,0.04405436992503241,0.6043496570187482,0.02767377414819,0.0
0,4,5,5,small,0.0,0.0,0.18917202949523926,optimal,0.4237849712371826,optimal,0.0015649795532226562,optimal,0.0032199967169889176,0.0863684633382248,0.12688571072009877,0.07884414086604526,0.04128028597769373
0,4,5,5,small,0.25,0.25,0.3533170223236084,optimal,0.7556159496307373,optimal,0.001833200454711914,optimal,0.0022386702680641636,0.06943287691144157,0.13110723011443615,0.07784524617650598,0.023750119344427834
0,4,5,5,small,0.5,0.0,0.26901698112487793,optimal,0.7378129959106445,optimal,0.0012619495391845703,optimal,0.00237361666577679,0.08557053479886322,0.12728426756215178,0.07763958726801402,0.04070378446942935
0,4,5,5,small,0.0,0.5,0.30475282669067383,optimal,0.5633208751678467,optimal,0.0008690357208251953,optimal,0.001953959012947572,0.06337445944992935,0.13472575357365738,0.07905842718701621,0.016664701938443827
0,4,5,10,big,0.0,0.0,50.00622797012329,time_limit,10.00358510017395,time_limit,0.0009169578552246094,optimal,0.019566779381297493,0.14870533633561536,0.44234352466490895,0.08166014843532125,0.08405594676029415
0,4,5,10,big,0.25,0.25,50.005854845047,time_limit,10.005905866622925,time_limit,0.0015518665313720703,optimal,0.010996539239660555,0.10376164120673476,0.45295051798393704,0.07322467291860014,0.04016042117869101
0,4,5,10,big,0.5,0.0,50.00790596008301,time_limit,10.0051589012146,time_limit,0.0017969608306884766,optimal,0.010452129632806588,0.14562545533455298,0.4445145401219911,0.06767397217916654,0.08425550827756223
0,4,5,10,big,0.0,0.5,50.01159405708313,time_limit,10.004086017608643,time_limit,0.0013010501861572266,optimal,0.010866186406880217,0.09355274793589459,0.45887893449273726,0.08670672396377256,0.025988173495677724
0,4,5,20,big,0.0,0.0,50.00866198539734,time_limit,2.7671029567718506,optimal,0.0017249584197998047,optimal,0.01409518842085189,0.18800523490009546,0.5309461068856591,0.08861753301390969,0.1393035463023351
0,4,5,20,big,0.25,0.25,50.01455283164978,time_limit,2.319410800933838,optimal,0.0024809837341308594,optimal,0.0022216185954036668,0.03398476656635813,0.2917218959454125,5.589967337307352e-08,0.01939865779416916
0,4,5,20,big,0.5,0.0,50.00588798522949,time_limit,1.5890309810638428,optimal,0.0025489330291748047,optimal,0.0075478030943508445,0.15218143909650364,0.5420654246431539,0.04019253458161362,0.11503003421894253
0,4,5,20,big,0.0,0.5,50.0071861743927,time_limit,1.7997479438781738,optimal,0.002468109130859375,optimal,0.002275469171147739,0.02598293624894802,0.2975782045673655,7.983545311379949e-08,0.011104006061716465
0,4,10,5,small,0.0,0.0,0.3449208736419678,optimal,1.8846280574798584,optimal,0.0007071495056152344,optimal,0.0054772310283670265,0.1424537979354943,0.16548762836488753,0.12853904383653977,0.07722151130338184
0,4,10,5,small,0.25,0.25,0.582679033279419,optimal,2.0771100521087646,optimal,0.001249074935913086,optimal,0.004838800916275083,0.10020871881235136,0.19085445647464847,0.12351840684146637,0.031158225807055073
0,4,10,5,small,0.5,0.0,0.4866209030151367,optimal,2.0810248851776123,optimal,0.0012640953063964844,optimal,0.0047913736863926006,0.1343005447023444,0.1659918925072836,0.12762579201956445,0.06919571819599657
